id,prompt,answer,reference_steps,canary
25,pM3fptTlp83bxeDosPi4ttXfsMDTxPTps9niydLRcHRycsXO5Mfq8671wsXT/7//uarewq7Szsuo04XU55vQjK/i5qGPwYv4zIX0pKDd5ZnE0Yjb3Y6aw4rd7tmNhYGX5Ya0kMqt3NSCnoSh7ICwx4O50dW4nt2ujN6qyaH0xaz1wbfXmqzuyaSp9Kfz2anJkKb096PlkaTY66Lb1sXO48j/waTbwsjzw73eu6jUyKzB3cus9Yfy6Jf8k6TVy6O884fL4ob4o6Dd7pb22Ybo54CF5YLJ6dWAmIOl8oSvu8i80tSpqYadzoKV4oOf19mVqd28s9ykzq3x2q/ExrfHmqHey6Se26/U7anBk6H52q3tuaT+5qzlwsXP1sXf56XyzsTtzbfovw==,pv3SpNP5qMXjxvLvvMOp,c2tupdbXper1xcjWsPuMttT/vN/FAH92dqDdl6bq76Pz7cf77MXX9qbi18Xb5r7Iqabn8q/u5Mm6547S6ZbBraHN5quc8WhXQEOBrd6N2ve26tGazOXe3cSH457encTK0OnWnrfQ377WpdHZzfvI68HS4brXuLPVvojR2MGpyciqyMmooM9LZ28AtPPcsNzMxdL1v9bTC6j57qPh88T+8sbR4671wsf16736uqrS/K7M/MqY2YXW/ZXilK7C4a25/Ira/4Tyqaz555Xkx4T7xI2m2G9VTBHeq//J293brK/R1ZHWpMbU/tzE++LZ3qHWo7zbkqnTzMBEdmZtp9v1xczxs+2GttjHs8XExtLMsNjzxPrmt9/FsKDdt5jMq9r9p7f8o+76yM3HrsnT,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
26,pM3fpcHNpM7jx97Fsd2QutvOsufdxdLtsv3Sxtzxter4tYfxvJzYqe7wqYfkreXgxPf0qcTZoKK3hffXhOLoz/vcrt6kne7yitnEyNjVjOPSgtvNi9+Vht3rjY200MGKi+SH1ZO0h76kyPyhQlUNhc2ohICA3Led0oKTpMjsp/HVpNr7xcvnsPmgtdXusOP9x+n1sd/Wxd3gudbAtZr+u5f/r8HLqp3SoNjMyMTrqsHfoKGKht/uhP/uxdrFrfygn8n8gd/kyP3Tg/3xgdjqi++Jht3hhKyZ0/mki9WQ17ewhb2cyNyThdySitGehqq10Zev2YW6p9Xfp/DRqNPMxczxs9uktOTjdX1kxPbvs9niydLRt+7Yt7DMtrLcq+3lbhR0oeD+xdP+pdrPooW5hvHjhuj9x/vDofqxkNX4icXTyPTUgP/5g/37Q1kaisrXjY250diNhPyW2aynhLuiyP2Zh/WHht6bhKyB0Kuz0ZKvpv/Iptjaru7U,pv/aqsnepN3o,c2tups3Fp/rqx/fLs+COtubVs8PUxcHPsd/Wxd3gudbAtZr+u5f/pdrPq7DcquTYws/Sqeb3oomQgeHziOn/xdfdEaCY9oDl84TmgqHYx5fp2onFzIq6/oz65NSovTzO4+E5AgMUhJOKy+yfOoKVz4Cu8deaoBXXiLnTz9J9pOPUbGwTx/7+chnE6+Wpytyji9dos/vSxczHYaLqyw1/Csfq86b158Xkyr/5tKnvxKHCxsu712tdT1Kdnfiy3ezC+P6A/vKMldiM5Pe27dGV+ezdzslBUxHcjc/I/9Pao6zTyarWvezU8OrKzsoRVRDVgZLXqonf0cSp6NGo0d+susCm6NfI7dmn4tGjhvWg5vS3r+u2zMxhYwCj07220eSg5Ky86tleFGFuqsHYoKuoh9rgicXkx+HurfyaWFFFgd/gyfzxgcjPjcTNi92Kh/XwjY2xHkXKyPrWoKDT3qXbk/DZ1fvKxN3V2YoRCBjVrL3T3vWn0Mmq6suur8mn2unGzumr7vqiuOGgxuO0qNG3+86i0qI=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
27,qsXNq9HcpNfjx9TCsfyRtsf9sunsxsb6sOPOVC4gYnWmyKSk7pG3xcam8qyxwO6wmOJ8fa3208mayYb05ZXVjKPtya2j0I3Z4obVvqDdyJXI2ITC5Y2U4YDd99mHroCU1YavmMiQxdqqq4WJ6IC1woCm19+NtdCGqdGC4aDB0qDszbXRpKD58KSO5a3K+anLmKr9+6rurA0fFwql6o2nz4q1y/uuwJCz/ue8qf2p1s2nx43E2+GLz8SWnMsZBgNvnNrvi+bZy9jsgPfzgdnYi+OLhPPmh5yv08qgjN+s,c3E=,c2tupcHzpNr7xcHps9GjtvX+sMP2x+vtsM3txufMv/nNtKn/tqjgqPnDqLj0o8/iydj6RntgZcuO+YXT7JfxkKHcyaKs/4fY34Thqqfl75nL2oT1woCE3Ibh6TsLG0XL6t3WuJ3R7aLbjO3X9N/J2tzV2Z3UooXVoozT//Smwemp+u+tvM2ozdHF1uSq2vSgmMCg28u3hM63xPCk75Gk3LG47c2v0qm93Mi8lOyq9/KrwILF7NlkVVxZxcrbrOCvNC0iIYX0pKPe2pja147O74608Iz4xjsNG0XJ287WjZx4LXR8ydm7hfyph8umhYiL27iudXF/DARuBQEBDHIMcgsUBKOgzmhgda7EvA0NHwsTAAcZHAhhEW9vH3QUrsHU,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
28,pOnpps7tpNT4yPHasc+mtsf9sfTOz/LJs83Uxfb+ttnBt4TmtLrUpcHPpp34oeD5z/PCpMf5ra28hPHtiOrmxtvVrNSunNrlit7lxfv+guDQgvv2hfCVh/bLhoy10vWuhvKr35Gr,p/nZpcPEpM3xx/XysfG0kf+pw+Ojkf2g3sK3kNU=,c2tupeTqpNTrxcrHsc6St/DFuvDIxcbDsNDixt3QteHmtbrFuqDWpPzlqLj7oND9x8bnqvzooLysIiKJ0MGcpfe69cjG1/aA5uWOtetVX0O27dFBWVswUEtBh4mA3cKphfSF2bqAjY+/y/2xh/ajht6xhY280Yep0am1pd/KpdDipMHDx//1lvbJy/emz8qjlOygyu21jO1mYKDJ1MnTzMfKyKn21cfExrvUokV9Ymmq+KjG+86IzuaRldyw8PfF8OSK0u+On+WD+fm03vKU/vfV3umE8r/fjsjF3PjWtYjQ2LXWp8HX9dDI8OrW44nWqbvXkp7Qyt2tw8qo2vKtjeCm1vjHw8uq8euiqNat6d20vMi4796mwqNLZw5wqt3JqZvcotrtx9/Nqe3po6a4hunHhvvQxvLzen4SkOzShuD0yODfgPbzb1RcQ42yy4Loy9eNk4KQ+YSxicqk4dSpqYah4YO8+o+Q29WLtt6qmdaK2K3x6a/E+LvijKHxwIOXttvHs9f4z/LNtNLZz/3Zv/nNt7DItpjTpcbFq5DAh++8hfCr7deh+abC9OqB3fuWnMuy8+LHx9Kn2YrwkqLkzLLkjOb+hPmljdnpoabXiezC3+/WjLrS6brWstvW09XI0vLz1tanlt+Dhdy+xaD+16fxybDcq6v93UsWfWipycyhsMCh7sW2ncy2yOqu7rqk77e2x8is0Zqz9OuxkNuM+6/Y6smR0ITm5pfJtA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
29,cHV8dq309bbxtKD51Ke8zKHY4aP4rKvJwaHojKjzzqPD28Xx78bMzKfe58fOwb/PlKbt0qHG78mvzof2zpfqiqLx4KO6/Ibe7ofRpaLy05nE0Y7O/A==,d6PSy3mr1veknMykxenFyNOg6cWrnMKg0cm0uelhanFx,c2tupsTapejnyeffssOptvjzstbAx9Xxv+bMyMn6t8rstpj7t5j9qdr0q7vprMHRyMfkq+D0ZW1hUlZda0BXAHVle3HFwdaDw8eApe6C6t218teb9Nze2t+Hzb7dpM3K+ecBBBsDaAAdDYmE1Y+O/ICm19mmjdyKjNy61aH076/XxbfMrKLY/HAaZ3ig6cCssPOgyvW0t/e5x/Gl6pqn0am1/P2s87Ox2ehlFHV7fEN6aw7E2fWK2fKfvNi83vDPxO5QiP/gHKLywJbLyoTjy42h+Yrd7tekvI2lyYS8nQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
30,pv3Op/XAqf3xyPDcsfG0tMHmstzCxePjs+DExf/HtP36t7DNt5jQqPzEpo/urezJxf/aqezYoKK2hszIhNfvxfnCrfybn/jhi9rcxPrhguvrgNbcVV8DW4DFy96EuYGW9YeInMmMxteOoIet64G22oOh7dervV5bREpCYisvLi2i/d6tu/qk5PDI0sSr78KhsMKh7sW0qcG07cil6K6m7a611/yh65+x9+Czusur6O6r6IjP3+2GzsWQt+m99t3EwMaB0+6Agv6N0e221fWXxv7f3PKF2orercrF0+I=,p+HppsXmotHwyPDcscSrvPTHES0ySSplFCQ5RTO/7MykwKyk94e1weqqzZuz/uyxu++ryfmr+5nP3+kqAAQQRGcfLCJGCgccTjQBQyEJBB43it37,c2tupuzqpN/gw8f6vPW9ts3EsfbKEn53YqDrlKne56D/xcju6cjk0aT52sXY0735hqrr2kN8aw7Fx8aL7Nmao/y9/dnF/elUV1pbyP3RgMDijeD+h9K0h+jvhaqj3MSShseU1YCSipaMxPq0h/2Th+63h5CQ3qyt0bCfp8nYpuXrp8fSxsrJXnIOc63r8qnJi63G7a3mvaTV26DG6MfVzMTqwnBweBKx/OxlEKnSxH+o0osqV09OhNbexcr+qsebn9nRi/jIyMHVgM7kgdv8UVgLUIDY1tm2goCT9IucisWA/9aDuYa4y4G95IOcx9WUrzIHGBnT5uKrzuOuwumsm/Ckz+HF1viq6/ugmsB0b3JixfjkuMLyYxl2ZsXp+KfV0cnD8b7fpav196zDy8m7+IjP3pfdh6L476OA7IXM2IbihKP143plS0GX5NLd9vqF2L8JDFEZhtqHAsuo6gEHy/aUaFEDQlcIVwLUgIwDBt+qynOo1O1gcGt/FKH44HPGz8B9YarThXNzYXxrxeX5,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
31,pM3kpeXvpNr7EnRzYaSZ532pycR1xtngufnexPvqtfLktLn7u6PtpePPq7/LoOTBx9vmpc7BrZili97pU0edmMCz5eXH4uYVDxMNX6P/4Zf/yYXK44yH/o3h59egmo2d4g==,pvjbpcn3p8rF,c2tupcDnp//pxczxZnESZq324XmivMZ0sNL3z/3ctP/7t5fktbnqpML0p4LSoMfLxfPbq93mrKmvi9fric3+EnKx8cPG1MOC9OcYTDQAF5bLyiUXBhgaMAASC1VNVAkNLwZSQkNdDFQTSw5DQi9AAwERM1VSVl9cX01fLStEcWZtBTcuUGQTMTJJNz0uOWwIRS83OCw8R2E2PzdhG00gNAACKSImKU49MTE7TqjUyK3z2cag5of2zpbEtaHU86K49oHl74bUjaPAwJnIzYLy4oyB2YDR89S1ioat4oaeqci98zkAA0HWzsrJ2ubV3KzZub3UrpbS/9CowvKr2dw=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
32,pM3kpeXvc2J5FKH44KSaxqfz2avim6vJwaHojKTM4KzS08XM0sXf+6bz8cjeyLDZj6r/yazS9cez4obF+JfHoKPt1aGt74Tz14b4vKDdwZf4/Ifu44CF84L75tmMmIKkyoeLnciL4dyPoYee9oGL2Y677Ni8lt2Ds9yq8qzdwq/m2Lf1oKzk66e26q3fxKj8hKnuz6POoKnvwaLb1sj1/sfZ5aXx48XrxrforKnZ5azJ5cuZ14TS4ZbBug==,daD39w==,c2tupdjRpubpx93/sfuGttT/sNf6KnxrdqPCvKbk8qDNxcT7/8XM/Kjaz8XZxL3bl6j086byycuZ1YbPz5fXuq/fxKyt14fU64TDtKP/4ZTu6IbPzWIJTEWGw5/dm//F6e7bvYLR07bUhvjU3ObJ2vrU7KfXr4HXpqjS+uGp6NGr2f2vmM2k0cLG8u2qyfyts8+i/dxYFG9wttXdtZTjt5jZqcTKqIHxoMTkydzPq+LXrLeki97/h+75yPjErt6kkNbIierByfzIgM/Qit3+hMmUh8v7hKmX0OKJhuSD1pyzaAYdDYS2xoOq0oCA5tervd2Ott2O2KD396z2/LTTj3ZxZXDF6vxFY2Jkx+/rs+vIyMvduMjut5HEtIvJqf/JpoXro87txd/fqPHqooW5hfnBhNzwyPPLoNOInf7Vh/Dpyu/8b0d9RYfi/4+OwIDP69mMq4y6y4avgMSn49SYtIio5o6S84Ct4diOqN+ostGC76LH6qz17Lf0o6v92KaB/a3hz6rcj6nL+aD8p6ndz095fACm3Y+14sahw7+z39yxnM+q9NOo0pjJ9NWI+d1LEHZtrP2UcltLTobviaHi1Zbi4ofd94+0zYDP5dm1qoO6ylTWiZnR3rPXlfs=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
33,cHV8d6309bTwlKL64Kmn+a3F/aXtnqfs4KHqm6Tay63+wsjR9sjt6qn3yMfOwb7IoKr+w6Hz6cuczITj65fHpKHN5qGE4ofV/4zUpaHo8JTu6I7O+Y+L0Yrd6w==,d2t3Lg==,c2tuq8nZpu/axtTds/WCu/XjsPDrxcPPs/vWyO/xt+vWt6Xttpzfo/3THB10LSwgUDx0Y2YsJEdLBk8eAhMMVCh7KitNVgELQVVeHHxXUV9iV1hCV1oJTA0VD10yB0sNi+Kn15ClhKOvytWTUFYfVoOI1daKjd6JgtGx6KDE66Hk/7vilqz88qme1azy6qvQiKnf0q3vhqTO26r9yMbz0MXg2Kf7zXgXfGh0ACc6ODk9fwEPFBYZTwoQTi8gKCpFDEwGAQ5HWSEGDV9hVVNGUlgLWkpYBlUBBVAYAlZVBRwAVAcGFVcBAFAYBgcDVQAFCVkKBhZVbC06LiRHcnxryMXVs/yxtdjTsvjmxvzGs/XGxvPTCAZ4Ysfb18jt+Kn+0wAYquTOEnZ2eCQjZUZUFxEdW11WQiY8IiEOGgMMChZGTisIShknAAxdRi0MRydTRwkLECAYRiEDFRQAR3YFCCMDR14eOiUIUR8ACQEAAQsHdk96bWilwMasndWnxN3H5+qp58+hkNqj5MYKY3hgt9/FtLzBtoT3qcjEpp36reX4yOjco/XUo7mAhdL7h+Llxc/lQ3EOWIT6y4vHj6LX5pXj8YfA4I2U+oLc896EuY2j1Ia8plVXWwPUt+XX99bL78je3arUh6/XvoliNzcgKiYqYTEiUictMWEIED09N2wwT24mIzcwCXxjaGt2ckY1vJzcqcz6qZvBre/7x8bXpOjCrIeWhejuiO75x93Rr9igndLqht7EyPjKguvngN/2CxxOEhZbTR5PQhIDDgZXWUwaFFxfWw5SAxReTAVeDB9WVVdQV1UZJytjJCpiLD0vRSgyezlDanhgZ3x2E2E2JiAxSSc5MyQ1O08vICpmYmGsw7Ww+NWyre2p4t6h+bQTW09ZQRQNAKXcwWQRSUxdA2lfA2SC3uO1+/2azcndzPJJhaqM0NupTFEa35GuUwIdFU4DX1MDWws=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
34,p9nmCSk7IHIYZWRwY2HF/dCpw/VkYR4MdqPEp6fx86H5/8/930oxOiBnO1Q9KXYbQiUrLz09ZcmR2ITN0ZThrqPvz6GE4ofV/4fQh634/JbT5Ifk2o6J9w==,cHWq++I=,c2tuq8nZpu/axtTds/WCtvH5veL7ydnrHCQkQWEDFWVwZQCk/bi22viu87G95O27nNUmOD0+NhQPTAUBAgFXTzU0KihFVgEKA0wNQ2sPBAYySgsTFQlJB0pQVR5RWwFIG01bREBYaAEdDYmf3Y+6zCdhKNanvt6TlVFCNjU9eWdiJT0oU2ouJiBDPy1hNiMpDysreS8zViB/OiQ3M1MkfBFnYyUmLVN7JCg9DyYgKCw2a0ZUDg1kUlxZycfFrv6Hnv3AiOrWwvjpguvngOnCheGEh+3RCFBOVEtYFwpfHmJWCFZQWRLW093FzcDX4rXYmI3bq5teNjE+MHJibjYkQzdvOzNBMCQqey8rTWEgOGo4QTcxfy8gJEEyNg9he24tIUMnajkkSWAkLT8va0xBEARBCxMPQWggPS1MVy0HBAYLWTdLDQQ+CWtGTUje2N+E1ZTfjvrFzcITfUhAClxXDTJEDwtMEB8RhYic3qK236SvpMXPpd70p+HextHxvcavvPTDsPLTxcb1sNnSx/rYt+jVtIHJvJzKfnGt9oq7+dCwmdCrw+aq/ovG6euI9MKfremw7cnF8NSA5tMNVScACZ/v6Yfk2oyE3YLa/dmWlIqR6g==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
35,pv3YpN3BqMH9yOXNsc6xtvDMstbAEn53ZaDrlKTA1KDa78LBz2cUHGEZK1J0BjkkSTsvrsnTqpKohO/ehcnOx/nbrMGjl97siPbYy8nLjPffit3+hfSzh8H7h4Gp0d2HhviO1YOCham3DSZ1MkZ9BxQRIlFBUExTFtGAx63xxGh+cXJ7EHRhARJkvPTQ,dnA=,c2tuq+byqMXlxPzXs9Ssutv5ve3Ixcvps/nSxtTgtsjvt47ZtJ3Bo/3TJlQgNStuD2AqLT0va1lPEQ0KAxMXS2k6OyMOGwxKZFFGDazL2pnEy4XI2Y2n5SIlMt6EvYKj04eIh8qK7Na2ro6N64+M14+sw9+No1BGQklFeGphJyk5IHw8TzYtMCNBPSNhOj4jDi0reSw8RCgzMTEuIA8PCg4XCBFnHmMVFXYXZEV9Ymmq/aXI3tw9IiSfgPuw9cvG7dKD481iGWpFjdfwgO/5h9CxitjchKe/0d6bjN+/1qSnh4+zbDF4PSh0TCF1MR5henliGHpyHQEdcRc3KQ0oUzIeInN/anh5ZXpqQz0zXHB8AKfZ7qDJ4sbd08bG/KTw+sTv+L/OpKnb/K/D68Gc+YTm9pfpraPt83YQSlFvWE1IyfnaguT7ABkRBgTf1cCE54bfmP7E4+rVuZPR6oPXl9vU1cNqJjYRXxACCQgCBt6sxq3vz6fxzbfOkXFysPmKWX9hdanKm6fc8qDOkKTc6qr92sb/4MnH5KLJz8ny3L7sj6DyxarOxMah+YT+6ZvYmajpwaGs74Xb4IDorKLJwpfI+obf6oeG64rd7tS9hI2DwlvXiIfb3r/WpMjV3/8ZV4KJyw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
36,pNnHp/DNqNHjxtPkst2MtsLns/Dvz/LJvuvgyP7gt9/FtLjut5jQqPnjqpruoeLuyczzpOvlo7uQhuHShMjfycDart6kn8bbit/ywvjpjc/KjOLahuKShNnKhau80/mthseU1aK5hIeNwt29hNOmh+GLh62U3qK20KyGp8XypdTNpe/FxtzuseW6tvjeuvDb,cg==,c2tuq+fLpNrgxcP7vP65usvnsMbsxvLusN39w8HatfrCtbDHtZXbpcbGpqDRptjfCB89NSomKgNwAhIdSHhLDme95sLF8MmA6dmOscSAwde0/+WX7OXc1tuH+p7ekvzI0fjWrI7S6Jc5Hk8RhPaxhdKTh5eo3Iqp06WVpM/qpNLJptjkx/nrss2ntd3/stf8xcv2sd/Wx/zBueT0vZzNt57bqefLq7z8oePxxPfFq/TfrI+Vh9nDhP3WxPzwrPq3nerViP/oyfnrgPDvgdnIU4+g5oHew9e5moqR+QtHRF1HWBwcXRJIAQ5CEgdCEh5XWFZWWVQYISojbD8kKjtkEHVwYh50Oy0QEi0wRT0aOSMNajQ0NygkPFQ=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
37,pNnHp/DNperhxt3us8OZvPTDs9TrxPbFsv34yMHRteHrt4Tru6rhqPvPq57coPzOxfb6q9PKoJGji8Dujs71x9P9rfygn+viiervytfSgvnUgNrIheCqhf/lgbG63dq0h9uZ1rSbhbGKyvu1i/GFhcOZhYi71oS+07SGpdjOp/DNqfPHxenWu/2su+f4vNvqyPHcvuTexezHtt3utpvBt5nYo/3W,p8jNpvH5psH8xerqsPmntvH7vdvL,c2tuq+fLpNrgxcP7vP65t/Dls9Xrx8z8sN39xPzdtP/PtLnutp7npdTOq5jWosLQws/Sq9r5oICLgeHza0BXAKHF1aOU2oft3ovXtKDdz5bKyobw2oGtyoLEytajjYCo0ISptMqJ89qSmGsCTEbI59HUxbdndXXatYTTyN6h/8Sp+tyit+ym8enFyPao3MugmOOt+cO3qOq11/+nz4Wj07y1wcKs95Sz1u+xjuSq9M6r/JrI9O6M4e+Rn9696MjG7uWAw/Q=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
38,pNnHp/DNperhyObqsciKtsnVvNLPxu7ysd/Wxc/WtcrztLbGtKn5o/3Fq4/tovjAx+b4qd3eoZWDhvzphubJxc/jofGXnerVitnuxMPojdbSgvv2h9WmhfHJjY203dq0h9uZ1ruzhbqaydmcisidituMhqq13IGG0oKLrfnCpdTEperLxPnMsdWwtdTSstbAxPbFsv7xxdHdt975t676t5jGo/3Fpo/jrM/6yPDXqPTDoL6thPrWh+7wxcD1rfyKnebai874wvj6,dqH26a3J/rfmsA==,c2tuq+fLpNrgxcP7vP65t/DlsMLCxcH3sNPVx8j5tt3usKDdu5XlqsHJqJv1oPzbx9v+qezfp669aVNAQZrWpqLd4qGnwoTz6YThhKDdyJj91YnP3o+g5oDY1tWDiIO1zIuHrsWT4Na+rIWJ4YOU1omN6dW0ld23tQ8CcaD396fxyFh4DmSp+8fF2+Oq0vahsMKg7/G3rvq06NOmyKSkw6231/mswYuxxMK9jcCr8vxEcQAAhejQhPrJx97rrP6Gn/vbicT5wvjpjd7ygs/lhu+Aht73hK2x0P62h9uZ1amLh56j,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
39,cHV8dq309b33rKLd3aWY06z3/6XEqajM3arurKXr9azj1MXE2xa1/cGu1KSy6syxqMmh8MWmy5nF3faK2/Scpuewz9/D+OCB1e2OgOeN0Ou6w/ea3sbf3uWExbrfm/LC3+/Xi7vQ2rPWqNDZ18TJ2OAGUNWAudeOutGZ9azZ7aDy2Lb2ra3B3aep2K7X+qT0oaH5yQ==,qvD7pvfOpvnu,c2tup/PDdmOukcSp69jE6+Km/tShkc6jw/W9nM223u2n56uk1Jq489ig75m8+sixqueo1Oao04HIzNuL5PlzEml1e3QSTYfc2oX+gqzK35XW7obo546V9o3U+dWAmIqR74a8msuo69uGmISO4YGGx4OtydW3itCHrd2O76H15nl1bGN5x97Fsu60tsDJvcLzxfDSs8PyxcfL,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
40,ocXEpdThqd/Cx/7zs9qOsMjEsfTpxtPLsNLkx87dtsrRt6jxu5/XqPnJq7HnrdXdyMLho/XCrYGkh9rZhPfPyMr6r8SHndvWi/HkwvjpgOHgjODhhPyihfH9jY203dGFhv+D1rKghIWVwt29h+mbh8uhhJaz3pOL05Smpv3Opej6ru7HxuT4scKvuvPLsv76xPbFsOXlxtn/tu3rtb3BtLTPpdT2qbrQptjWyOD5pd7grZG5hvDdif/wyMr6rMuLnNnlitrgwvj6,qtXAq93pru7DxcvJsdGttMbGsuf9z/LM,c2tupdjRpubpw8TLst2Mu8XGsvb2x9XrtcXZxc/PttPGWBJvc8X/9aLJxMbI6bDZqaj0/q7V682g6Inj6Jv6iKPt5KO6/FBSWIb5nqzo7JjeyoXM/o6Ww4Px/taMl28eTUPVuZPR6oPVou7Z3dbJ2svV2b7TuaTUtp7T+/ar0vuq1cqknMiny9XG5e6q2uOtg9Gq6sm3pfe28Pyn+oqmx7+08P2g9aSz9+a2oNKp1s2oyqHI3NGJ+sqejOGy08DI9euN48yNvcmCwsA=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
41,cHV8dq309WGtvMyu6M3Fz+Cp4v2hvP2h7OG0uNK22cWl6qqk66K1ye2swZiz39yyoPSq9u2o3b3JwfyB3fqcrMKzwujI+sOCy8uLrcWA+sq64vCX8eTf4t+E6onXiezC3+/VvKTT55TWsdHU7tzL7PTU8b3UsLXWjK3S/8ip2cyq3dOvm/mn3NfHyPyn69qhmMyq6sm3sMm4/uSk34Cn/LS09M+swJux/OyxsMOo0Nap3pbGzPWLw+yQtfizwdLI+OeB1uiBtMmC//S1yvWW3ePc+sqExqvdhfTC3/zcjKXT+43WpefXzfLJ3O3V3q3WrKHXhrbQ1/Wr08ap+dKvncmu6Mg=,p+fQqt3ycHx8BQ==,c2tupdjRpubpz/jbsvaRt/Lrs8XExfbHs9noxtTgtsjvvZzbO1QkPHtmYVcjMnYnWjwrYiogakNBEQoLFV0WViInPy1FD00MAAcNVWoNER0/b1NcQ46w8YDu9AMIB1DI2tcA1rG8h6+DyO2LhtyJhP6ih76j3IK90KyGpMjgSXtjYbXwv6zv9aWa967XxqrEm6fny6PcsqTA3aDI3xWkw6231sWu0qGw/uWyqNmmzMyp3prI3feL2fBzFGl1oeqBn8zygd/yyM3ogcrHgPH/hviyisvAhJ6s0dumaVYdEMu+8da8u1MBUFLI29ICh6y53KSC07WMpv/qpdDep9zZxf7OstSQtcXhX3pqAKn+ya38gaXq9KPZwcbB6Mny0afH3MXEyL3drXqr3MSp36rH/+CK2s+fqNG9ycHH49aN0PWNlcZvUl5zjc/ThMatjdn7h7i1AIC97oajuMWaw9WcuYWP6WwVjdqrh5+l0Yax0oGSp/z6ptjBp87UxtHxssyOvPTDveLlx+DSs+fMydTvts3XuqDEt5jbpdjEqI/Aoebf,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
